paragraph_index,original_iast,aksharamukha_output,sanscript_output
1666,"satyaṁ jñānam anantaṁ brahma [tai.u. 2.1.1] iti yasya svarūpam uktam, yenāśrutaṁ śrutaṁ bhavati [chā.u.6.1.3] iti yad-vijñānena sarva-vijñānaṁ pratijñātam,sad eva saumyedam agra āsīt [chā.u. 6.2.1] ity-ādinā nikhila-jagad-eka-kāraṇatā,tad aikṣata bahu syāṁ [chā.u. 6.2.3] ity anena satya-saṅkalpatā ca yasya pratipāditā, tena brahmaṇā svarūpa-śaktibhyāṁ sarva-bṛhattamena sārdham,anena jīvenātmanā [chā.u. 6.3.2] iti tadīyoktāvidantā-nirdeśena tato bhinnatve’py ātmatā-nirdeśena tad-ātmāṁśa-viśeṣatvena labdhasya bādarāyaṇa-samādhi-dṛṣṭa-yukter atyabhinnatā-rahitasya jīvātmano yad ekatvaṁ tattvam asi [chā.u. 6.8.7] ity ādau jñātā,tad-aṁśa-bhūta-cid-rūpatvena samānākāratā | tad eva lakṣaṇaṁ prathamato jñāne sādhakatamaṁ yasyatathābhūtam, yat sarva-vedānta-sāram advitīyaṁ vastu tan-niṣṭhaṁ tad-eka-viṣayam idaṁ śrī-bhāgavatam iti prāktana-padya-sthenānuṣaṅgaḥ | ","सत्यं ज्ञानम् अनन्तं ब्रह्म [तै.उ. २.१.१] इति यस्य स्वरूपम् उक्तम्, येनाश्रुतं श्रुतं भवति [छा.उ.६.१.३] इति यद्विज्ञानेन सर्वविज्ञानं प्रतिज्ञातम्,सद् एव सौम्येदम् अग्र आसीत् [छा.उ. ६.२.१] इत्यादिना निखिलजगदेककारणता,तद् ऐक्षत बहु स्यां [छा.उ. ६.२.३] इत्य् अनेन सत्यसङ्कल्पता च यस्य प्रतिपादिता, तेन ब्रह्मणा स्वरूपशक्तिभ्यां सर्वबृहत्तमेन सार्धम्,अनेन जीवेनात्मना [छा.उ. ६.३.२] इति तदीयोक्ताविदन्तानिर्देशेन ततो भिन्नत्वेऽप्य् आत्मतानिर्देशेन तदात्मांशविशेषत्वेन लब्धस्य बादरायणसमाधिदृष्टयुक्तेर् अत्यभिन्नतारहितस्य जीवात्मनो यद् एकत्वं तत्त्वम् असि [छा.उ. ६.८.७] इत्य् आदौ ज्ञाता,तदंशभूतचिद्रूपत्वेन समानाकारता । तद् एव लक्षणं प्रथमतो ज्ञाने साधकतमं यस्यतथाभूतम्, यत् सर्ववेदान्तसारम् अद्वितीयं वस्तु तन्निष्ठं तदेकविषयम् इदं श्रीभागवतम् इति प्राक्तनपद्यस्थेनानुषङ्गः । ","सत्यꣳ ज्ञानम् अनन्तꣳ ब्रह्म [तै.उ. २.१.१] इति यस्य स्वरूपम् उक्तम्, येनाश्रुतꣳ श्रुतꣳ भवति [छा.उ.६.१.३] इति यद्विज्ञानेन सर्वविज्ञानꣳ प्रतिज्ञातम्,सद् एव सौम्येदम् अग्र आसीत् [छा.उ. ६.२.१] इत्यादिना निखिलजगदेककारणता,तद् ऐक्षत बहु स्याꣳ [छा.उ. ६.२.३] इत्य् अनेन सत्यसङ्कल्पता च यस्य प्रतिपादिता, तेन ब्रह्मणा स्वरूपशक्तिभ्याꣳ सर्वबृहत्तमेन सार्धम्,अनेन जीवेनात्मना [छा.उ. ६.३.२] इति तदीयोक्ताविदन्तानिर्देशेन ततो भिन्नत्वेऽप्य् आत्मतानिर्देशेन तदात्माꣳशविशेषत्वेन लब्धस्य बादरायणसमाधिदृष्टयुक्तेर् अत्यभिन्नतारहितस्य जीवात्मनो यद् एकत्वꣳ तत्त्वम् असि [छा.उ. ६.८.७] इत्य् आदौ ज्ञाता,तदꣳशभूतचिद्रूपत्वेन समानाकारता । तद् एव लक्षणꣳ प्रथमतो ज्ञाने साधकतमꣳ यस्यतथाभूतम्, यत् सर्ववेदान्तसारम् अद्वितीयꣳ वस्तु तन्निष्ठꣳ तदेकविषयम् इदꣳ श्रीभागवतम् इति प्राक्तनपद्यस्थेनानुषङ्गः । "
1668,"yathā janma-prabhṛti kaścid gṛha-guhāvaruddhaḥ sūryaṁ vividiṣuḥ kathañcid gavākṣa-patitaṁ sūryāṁśu-kaṇaṁ darśayitvā kenacid upadiśyate “eṣa saḥ” iti | “etat tad-aṁśa-jyotiḥ-samānākāratayā tan-mahā-jyotir-maṇḍalam anusandhīyatām” ity arthaḥ | tadvaj jīvasya tathā tad-aṁśatvaṁ ca tac-chakti-viśeṣa-siddhatvenaiva paramātma-sandarbhe[§§19-47]sthāpayiṣyāmaḥ | tad etajjīvādi-lakṣaṇāṁśa-viśiṣṭatayaivopaniṣadas tasya sāṁśatvam api kvacid upadiśanti, niraṁśatvopadeśikā śrutis tu kevala-tan-niṣṭhā | ","यथा जन्मप्रभृति कश्चिद् गृहगुहावरुद्धः सूर्यं विविदिषुः कथञ्चिद् गवाक्षपतितं सूर्यांशुकणं दर्शयित्वा केनचिद् उपदिश्यते “एष सः” इति । “एतत् तदंशज्योतिःसमानाकारतया तन्महाज्योतिर्मण्डलम् अनुसन्धीयताम्” इत्य् अर्थः । तद्वज् जीवस्य तथा तदंशत्वं च तच्छक्तिविशेषसिद्धत्वेनैव परमात्मसन्दर्भे[§§१९-४७]स्थापयिष्यामः । तद् एतज्जीवादिलक्षणांशविशिष्टतयैवोपनिषदस् तस्य सांशत्वम् अपि क्वचिद् उपदिशन्ति, निरंशत्वोपदेशिका श्रुतिस् तु केवलतन्निष्ठा । ","यथा जन्मप्रभृति कश्चिद् गृहगुहावरुद्धः सूर्यꣳ विविदिषुः कथञ्चिद् गवाक्षपतितꣳ सूर्याꣳशुकणꣳ दर्शयित्वा केनचिद् उपदिश्यते “एष सः” इति । “एतत् तदꣳशज्योतिःसमानाकारतया तन्महाज्योतिर्मण्डलम् अनुसन्धीयताम्” इत्य् अर्थः । तद्वज् जीवस्य तथा तदꣳशत्वꣳ च तच्छक्तिविशेषसिद्धत्वेनैव परमात्मसन्दर्भे[§§१९-४७]स्थापयिष्यामः । तद् एतज्जीवादिलक्षणाꣳशविशिष्टतयैवोपनिषदस् तस्य साꣳशत्वम् अपि क्वचिद् उपदिशन्ति, निरꣳशत्वोपदेशिका श्रुतिस् तु केवलतन्निष्ठा । "
1674,"baladevaḥ : ārthikaṁ nityatvaṁ sthiraṁ kurvan, śāstrasya viśiṣṭa-brahma-sambandhitvam āha—nanu nīlety ādinā | anena jīvenety ādi | tadīyoktau paradevatā-vākye | tad-ātmāṁśa-viśeṣatvena tad-vibhinnāṁśatvena, na tu matsyādivatsvāṁśatvenety arthaḥ | jīvātmano yad ekatvam iti jīvasya cid-rūpatvena jātyā yad-brahma-samānākāratvaṁ tad eva tasya brahmaṇā sahaikyam iti vyakti-bhedaḥ prasphuṭaḥ | evam eva yathetyādi-dṛṣṭāntenāpi darśitaḥ | tad etad iti upaniṣadaḥ so’kāmayata bahu syām ity ādyāḥ | niraṁśatvopadeśiketi satyaṁ jñānam anantaṁ [tai.u.2.1], niṣkalaṁ niṣriyaṁ śāntaṁ niravadyaṁ nirañjanaṁ [śve.u. 6.19] ity ādyā śrutis tu kevala-tan-niṣṭhā viśeṣya-mātra-parety arthaḥ | anabhivyakta-saṁsthāna-guṇakaṁ brahma vadatīti yāvat ||52||","बलदेवः : आर्थिकं नित्यत्वं स्थिरं कुर्वन्, शास्त्रस्य विशिष्टब्रह्मसम्बन्धित्वम् आह—ननु नीलेत्य् आदिना । अनेन जीवेनेत्य् आदि । तदीयोक्तौ परदेवतावाक्ये । तदात्मांशविशेषत्वेन तद्विभिन्नांशत्वेन, न तु मत्स्यादिवत्स्वांशत्वेनेत्य् अर्थः । जीवात्मनो यद् एकत्वम् इति जीवस्य चिद्रूपत्वेन जात्या यद्ब्रह्मसमानाकारत्वं तद् एव तस्य ब्रह्मणा सहैक्यम् इति व्यक्तिभेदः प्रस्फुटः । एवम् एव यथेत्यादिदृष्टान्तेनापि दर्शितः । तद् एतद् इति उपनिषदः सोऽकामयत बहु स्याम् इत्य् आद्याः । निरंशत्वोपदेशिकेति सत्यं ज्ञानम् अनन्तं [तै.उ.२.१], निष्कलं निष्रियं शान्तं निरवद्यं निरञ्जनं [श्वे.उ. ६.१९] इत्य् आद्या श्रुतिस् तु केवलतन्निष्ठा विशेष्यमात्रपरेत्य् अर्थः । अनभिव्यक्तसंस्थानगुणकं ब्रह्म वदतीति यावत् ॥५२॥","बलदेवः : आर्थिकꣳ नित्यत्वꣳ स्थिरꣳ कुर्वन्, शास्त्रस्य विशिष्टब्रह्मसम्बन्धित्वम् आह—ननु नीलेत्य् आदिना । अनेन जीवेनेत्य् आदि । तदीयोक्तौ परदेवतावाक्ये । तदात्माꣳशविशेषत्वेन तद्विभिन्नाꣳशत्वेन, न तु मत्स्यादिवत्स्वाꣳशत्वेनेत्य् अर्थः । जीवात्मनो यद् एकत्वम् इति जीवस्य चिद्रूपत्वेन जात्या यद्ब्रह्मसमानाकारत्वꣳ तद् एव तस्य ब्रह्मणा सहैक्यम् इति व्यक्तिभेदः प्रस्फुटः । एवम् एव यथेत्यादिदृष्टान्तेनापि दर्शितः । तद् एतद् इति उपनिषदः सोऽकामयत बहु स्याम् इत्य् आद्याः । निरꣳशत्वोपदेशिकेति सत्यꣳ ज्ञानम् अनन्तꣳ [तै.उ.२.१], निष्कलꣳ निष्रियꣳ शान्तꣳ निरवद्यꣳ निरञ्जनꣳ [श्वे.उ. ६.१९] इत्य् आद्या श्रुतिस् तु केवलतन्निष्ठा विशेष्यमात्रपरेत्य् अर्थः । अनभिव्यक्तसꣳस्थानगुणकꣳ ब्रह्म वदतीति यावत् ॥५२॥"
1680,"tatra yadi tvam-padārthasya jīvātmano jñānatvaṁ nityatvaṁ ca prathamato vicāra-gocaraḥ syāt, tadaiva tat-padārthasya tādṛśatvaṁ subodhaṁ syād iti | tad bodhayitum anyārthaś ca parāmarśaḥ [ve.sū. 1.3.20] iti nyāyena jīvātmanas tad-rūpatvam āha—","तत्र यदि त्वम्पदार्थस्य जीवात्मनो ज्ञानत्वं नित्यत्वं च प्रथमतो विचारगोचरः स्यात्, तदैव तत्पदार्थस्य तादृशत्वं सुबोधं स्याद् इति । तद् बोधयितुम् अन्यार्थश् च परामर्शः [वे.सू. १.३.२०] इति न्यायेन जीवात्मनस् तद्रूपत्वम् आह—","तत्र यदि त्वम्पदार्थस्य जीवात्मनो ज्ञानत्वꣳ नित्यत्वꣳ च प्रथमतो विचारगोचरः स्यात्, तदैव तत्पदार्थस्य तादृशत्वꣳ सुबोधꣳ स्याद् इति । तद् बोधयितुम् अन्यार्थश् च परामर्शः [वे.सू. १.३.२०] इति न्यायेन जीवात्मनस् तद्रूपत्वम् आह—"
1683,na kṣīyate savana-vidvyabhicāriṇāṁ hi |,न क्षीयते सवनविद्व्यभिचारिणां हि ।,न क्षीयते सवनविद्व्यभिचारिणाꣳ हि ।
1684,sarvatra śaśvad anapāyy upalabdhi-mātraṁ,सर्वत्र शश्वद् अनपाय्य् उपलब्धिमात्रं,सर्वत्र शश्वद् अनपाय्य् उपलब्धिमात्रꣳ
1685,prāṇo yathendriya-balena vikalpitaṁ sat || [bhā.pu. 11.3.38],प्राणो यथेन्द्रियबलेन विकल्पितं सत् ॥ [भा.पु. ११.३.३८],प्राणो यथेन्द्रियबलेन विकल्पितꣳ सत् ॥ [भा.पु. ११.३.३८]
1687,"“ātmā” śuddho jīvaḥ | “na jajāna” na jātaḥ, janmābhāvād eva tad-anantarāstitā-lakṣaṇo vikāro’pi nāsti | “naidhate” na vardhate, vṛddhy-abhāvād eva vipariṇāmo’pi nirastaḥ | “hi” yasmāt | “vyabhicāriṇām” āgamāpāyināṁ bāla-yuvādi-dehānāṁ deva-manuṣyādy-ākāra-dehānāṁ vā | “savana-vit” tat-tat-kāla-draṣṭā, nahy avasthāvatāṁ draṣṭā tad-avastho bhavatīty arthaḥ | ","“आत्मा” शुद्धो जीवः । “न जजान” न जातः, जन्माभावाद् एव तदनन्तरास्तितालक्षणो विकारोऽपि नास्ति । “नैधते” न वर्धते, वृद्ध्यभावाद् एव विपरिणामोऽपि निरस्तः । “हि” यस्मात् । “व्यभिचारिणाम्” आगमापायिनां बालयुवादिदेहानां देवमनुष्याद्याकारदेहानां वा । “सवनवित्” तत्तत्कालद्रष्टा, नह्य् अवस्थावतां द्रष्टा तदवस्थो भवतीत्य् अर्थः । ","“आत्मा” शुद्धो जीवः । “न जजान” न जातः, जन्माभावाद् एव तदनन्तरास्तितालक्षणो विकारोऽपि नास्ति । “नैधते” न वर्धते, वृद्ध्यभावाद् एव विपरिणामोऽपि निरस्तः । “हि” यस्मात् । “व्यभिचारिणाम्” आगमापायिनाꣳ बालयुवादिदेहानाꣳ देवमनुष्याद्याकारदेहानाꣳ वा । “सवनवित्” तत्तत्कालद्रष्टा, नह्य् अवस्थावताꣳ द्रष्टा तदवस्थो भवतीत्य् अर्थः । "
1689,"niravasthaḥ ko’sāv ātmā ? ata āha—“upalabdhi-mātraṁ” jñānaika-rūpam | katham-bhūtam ?“sarvatra” dehe, “śaśvat” sarvadā anuvartamānam iti | ","निरवस्थः कोऽसाव् आत्मा ? अत आह—“उपलब्धिमात्रं” ज्ञानैकरूपम् । कथम्भूतम् ?“सर्वत्र” देहे, “शश्वत्” सर्वदा अनुवर्तमानम् इति । ","निरवस्थः कोऽसाव् आत्मा ? अत आह—“उपलब्धिमात्रꣳ” ज्ञानैकरूपम् । कथम्भूतम् ?“सर्वत्र” देहे, “शश्वत्” सर्वदा अनुवर्तमानम् इति । "
1691,"nanu, nīla-jñānaṁ naṣṭaṁ pīta-jñānaṁ jātam iti pratīter na jñānasyānapāyitvam ? tatrāha—“indriya-balena” iti | sad eva jñānam ekam indriya-balena vividhaṁ kalpitam | nīlādy-ākārā vṛttaya eva jāyante naśyanti ca, na jñānam iti bhāvaḥ | ayam āgamāpāyitad-avadhi-bhedena prathamas tarkaḥ | draṣṭṛ-dṛśya-bhedena dvitīyo’pi tarko jñeyaḥ | vyabhicāriṣv avasthā-vyabhicāre dṛṣṭāntaḥ—“prāṇo yathā” iti ||6|| (54)","ननु, नीलज्ञानं नष्टं पीतज्ञानं जातम् इति प्रतीतेर् न ज्ञानस्यानपायित्वम् ? तत्राह—“इन्द्रियबलेन” इति । सद् एव ज्ञानम् एकम् इन्द्रियबलेन विविधं कल्पितम् । नीलाद्याकारा वृत्तय एव जायन्ते नश्यन्ति च, न ज्ञानम् इति भावः । अयम् आगमापायितदवधिभेदेन प्रथमस् तर्कः । द्रष्टृदृश्यभेदेन द्वितीयोऽपि तर्को ज्ञेयः । व्यभिचारिष्व् अवस्थाव्यभिचारे दृष्टान्तः—“प्राणो यथा” इति ॥६॥ (५४)","ननु, नीलज्ञानꣳ नष्टꣳ पीतज्ञानꣳ जातम् इति प्रतीतेर् न ज्ञानस्यानपायित्वम् ? तत्राह—“इन्द्रियबलेन” इति । सद् एव ज्ञानम् एकम् इन्द्रियबलेन विविधꣳ कल्पितम् । नीलाद्याकारा वृत्तय एव जायन्ते नश्यन्ति च, न ज्ञानम् इति भावः । अयम् आगमापायितदवधिभेदेन प्रथमस् तर्कः । द्रष्टृदृश्यभेदेन द्वितीयोऽपि तर्को ज्ञेयः । व्यभिचारिष्व् अवस्थाव्यभिचारे दृष्टान्तः—“प्राणो यथा” इति ॥६॥ (५४)"
1693,"baladevaḥ : jīvātmani jñāte paramātmā sujñātaḥ syād ity uktam | tad arthaṁ jīvātmānaṁ nirūpayiṣyann avatārayati tatra yadīty ādinā | anyārthaś ceti brahma-sūtram | dahara-vidyā chāndogye paṭhyate yad idam asmin brahma-pure daharaṁ puṇḍarīkaṁ veśma daharo’sminn antar-ākāśas tasmin yad-antas tad anveṣṭavyaṁ[chā.u. 8.1.1] iti | atropāsakasya śarīraṁ brahma-puram, tatra hṛt-puṇḍarīka-stho daharaḥ paramātmā dhyeyaḥ kathyate | tatrāpahata-pāpmatvādi-guṇāṣṭakam [chā.u. 8.7.1]anveṣṭavyam upadiśyata iti siddhāntitam | tad-vākya-madhye,sa eṣa samprasādo’smāc charīrāt samutthāya paraṁ jyotir upasampadya svena rūpeṇābhiniṣpadyate, sa uttamaḥ puruṣaḥ [chā.u.8.12.3] iti vākyaṁ paṭhitam | atra samprasādo labdha-vijñāno jīvas tena yat paraṁ jyotir upapannaṁ sa eva puruṣottama ity arthaḥ | dahara-vākyāntarāle jīva-parāmarśaḥ kim artham iti cet tatrāha anyārtha iti | tatra jīva-parāmarśo’nyārthaḥ | yaṁ prāpya jīvaḥ sva-svarūpeṇābhiniṣpadyate sa paramātmeti paramātma-jñānārtha ity arthaḥ | na jajāneti jāyate’sti vardhate vipariṇamate’pakṣīyate naśyati ca iti bhāva-vikārāḥ ṣaṭ paṭhitāḥ | te jīvasya na santi iti samudāyārthaḥ | nanu nīla-jñānam ity-ādi jñāna-rūpam ātmavastu jñātṛ bhavati | prakāśa-vastu sūryaḥ prakāśayitā yathā | tataś ca svarūpānubandhitvāj jñānaṁ tasya nityam, tasyendriya-praṇālyā nīlādi-niṣṭhā yā viṣayatā vṛtti-pada-vācyā saiva nīlādyapagame naśyatīti ||53||","बलदेवः : जीवात्मनि ज्ञाते परमात्मा सुज्ञातः स्याद् इत्य् उक्तम् । तद् अर्थं जीवात्मानं निरूपयिष्यन्न् अवतारयति तत्र यदीत्य् आदिना । अन्यार्थश् चेति ब्रह्मसूत्रम् । दहरविद्या छान्दोग्ये पठ्यते यद् इदम् अस्मिन् ब्रह्मपुरे दहरं पुण्डरीकं वेश्म दहरोऽस्मिन्न् अन्तराकाशस् तस्मिन् यदन्तस् तद् अन्वेष्टव्यं[छा.उ. ८.१.१] इति । अत्रोपासकस्य शरीरं ब्रह्मपुरम्, तत्र हृत्पुण्डरीकस्थो दहरः परमात्मा ध्येयः कथ्यते । तत्रापहतपाप्मत्वादिगुणाष्टकम् [छा.उ. ८.७.१]अन्वेष्टव्यम् उपदिश्यत इति सिद्धान्तितम् । तद्वाक्यमध्ये,स एष सम्प्रसादोऽस्माच् छरीरात् समुत्थाय परं ज्योतिर् उपसम्पद्य स्वेन रूपेणाभिनिष्पद्यते, स उत्तमः पुरुषः [छा.उ.८.१२.३] इति वाक्यं पठितम् । अत्र सम्प्रसादो लब्धविज्ञानो जीवस् तेन यत् परं ज्योतिर् उपपन्नं स एव पुरुषोत्तम इत्य् अर्थः । दहरवाक्यान्तराले जीवपरामर्शः किम् अर्थम् इति चेत् तत्राह अन्यार्थ इति । तत्र जीवपरामर्शोऽन्यार्थः । यं प्राप्य जीवः स्वस्वरूपेणाभिनिष्पद्यते स परमात्मेति परमात्मज्ञानार्थ इत्य् अर्थः । न जजानेति जायतेऽस्ति वर्धते विपरिणमतेऽपक्षीयते नश्यति च इति भावविकाराः षट् पठिताः । ते जीवस्य न सन्ति इति समुदायार्थः । ननु नीलज्ञानम् इत्यादि ज्ञानरूपम् आत्मवस्तु ज्ञातृ भवति । प्रकाशवस्तु सूर्यः प्रकाशयिता यथा । ततश् च स्वरूपानुबन्धित्वाज् ज्ञानं तस्य नित्यम्, तस्येन्द्रियप्रणाल्या नीलादिनिष्ठा या विषयता वृत्तिपदवाच्या सैव नीलाद्यपगमे नश्यतीति ॥५३॥","बलदेवः : जीवात्मनि ज्ञाते परमात्मा सुज्ञातः स्याद् इत्य् उक्तम् । तद् अर्थꣳ जीवात्मानꣳ निरूपयिष्यन्न् अवतारयति तत्र यदीत्य् आदिना । अन्यार्थश् चेति ब्रह्मसूत्रम् । दहरविद्या छान्दोग्ये पठ्यते यद् इदम् अस्मिन् ब्रह्मपुरे दहरꣳ पुण्डरीकꣳ वेश्म दहरोऽस्मिन्न् अन्तराकाशस् तस्मिन् यदन्तस् तद् अन्वेष्टव्यꣳ[छा.उ. ८.१.१] इति । अत्रोपासकस्य शरीरꣳ ब्रह्मपुरम्, तत्र हृत्पुण्डरीकस्थो दहरः परमात्मा ध्येयः कथ्यते । तत्रापहतपाप्मत्वादिगुणाष्टकम् [छा.उ. ८.७.१]अन्वेष्टव्यम् उपदिश्यत इति सिद्धान्तितम् । तद्वाक्यमध्ये,स एष सम्प्रसादोऽस्माच् छरीरात् समुत्थाय परꣳ ज्योतिर् उपसम्पद्य स्वेन रूपेणाभिनिष्पद्यते, स उत्तमः पुरुषः [छा.उ.८.१२.३] इति वाक्यꣳ पठितम् । अत्र सम्प्रसादो लब्धविज्ञानो जीवस् तेन यत् परꣳ ज्योतिर् उपपन्नꣳ स एव पुरुषोत्तम इत्य् अर्थः । दहरवाक्यान्तराले जीवपरामर्शः किम् अर्थम् इति चेत् तत्राह अन्यार्थ इति । तत्र जीवपरामर्शोऽन्यार्थः । यꣳ प्राप्य जीवः स्वस्वरूपेणाभिनिष्पद्यते स परमात्मेति परमात्मज्ञानार्थ इत्य् अर्थः । न जजानेति जायतेऽस्ति वर्धते विपरिणमतेऽपक्षीयते नश्यति च इति भावविकाराः षट् पठिताः । ते जीवस्य न सन्ति इति समुदायार्थः । ननु नीलज्ञानम् इत्यादि ज्ञानरूपम् आत्मवस्तु ज्ञातृ भवति । प्रकाशवस्तु सूर्यः प्रकाशयिता यथा । ततश् च स्वरूपानुबन्धित्वाज् ज्ञानꣳ तस्य नित्यम्, तस्येन्द्रियप्रणाल्या नीलादिनिष्ठा या विषयता वृत्तिपदवाच्या सैव नीलाद्यपगमे नश्यतीति ॥५३॥"
1697,dṛṣṭāntaṁ vivṛṇvann indriyādi-layena nirvikārātmopalabdhiṁ darśayati—,दृष्टान्तं विवृण्वन्न् इन्द्रियादिलयेन निर्विकारात्मोपलब्धिं दर्शयति—,दृष्टान्तꣳ विवृण्वन्न् इन्द्रियादिलयेन निर्विकारात्मोपलब्धिꣳ दर्शयति—
1704,"aṇḍeṣu aṇḍajeṣu | peśiṣujarāyujeṣu | taruṣuudbhijjeṣu | aviniściteṣusvedajeṣu | upadhāvati anuvartate | evaṁ dṛṣṭānte nirvikāratvaṁ pradarśya, dārṣṭāntike’pi darśayati | katham ? tadaivātmā sa-vikāra iva pratīyate yadā jāgare indriya-gaṇaḥ, yadā ca svapne tat-saṁskāravān ahaṅkāraḥ, yadā tu prasuptaṁ, tadā tasmin prasuptaindriya-gaṇe sanne līne,ahami ahaṅkāre ca sanne līne| kūṭastho nirvikāra evātmā | kutaḥ ? āśayam ṛte liṅga-śarīram upādhiṁ vinā, vikāra-hetor upādher abhāvāt ity arthaḥ | ","अण्डेषु अण्डजेषु । पेशिषुजरायुजेषु । तरुषुउद्भिज्जेषु । अविनिश्चितेषुस्वेदजेषु । उपधावति अनुवर्तते । एवं दृष्टान्ते निर्विकारत्वं प्रदर्श्य, दार्ष्टान्तिकेऽपि दर्शयति । कथम् ? तदैवात्मा सविकार इव प्रतीयते यदा जागरे इन्द्रियगणः, यदा च स्वप्ने तत्संस्कारवान् अहङ्कारः, यदा तु प्रसुप्तं, तदा तस्मिन् प्रसुप्तैन्द्रियगणे सन्ने लीने,अहमि अहङ्कारे च सन्ने लीने। कूटस्थो निर्विकार एवात्मा । कुतः ? आशयम् ऋते लिङ्गशरीरम् उपाधिं विना, विकारहेतोर् उपाधेर् अभावात् इत्य् अर्थः । ","अण्डेषु अण्डजेषु । पेशिषुजरायुजेषु । तरुषुउद्भिज्जेषु । अविनिश्चितेषुस्वेदजेषु । उपधावति अनुवर्तते । एवꣳ दृष्टान्ते निर्विकारत्वꣳ प्रदर्श्य, दार्ष्टान्तिकेऽपि दर्शयति । कथम् ? तदैवात्मा सविकार इव प्रतीयते यदा जागरे इन्द्रियगणः, यदा च स्वप्ने तत्सꣳस्कारवान् अहङ्कारः, यदा तु प्रसुप्तꣳ, तदा तस्मिन् प्रसुप्तैन्द्रियगणे सन्ने लीने,अहमि अहङ्कारे च सन्ने लीने। कूटस्थो निर्विकार एवात्मा । कुतः ? आशयम् ऋते लिङ्गशरीरम् उपाधिꣳ विना, विकारहेतोर् उपाधेर् अभावात् इत्य् अर्थः । "
1706,"nanv ahaṅkāra-paryantasya sarvasya laye śūnyam evāvaśiṣyate | kva tadā kūṭastha ātmā ? ata āha—tad-anusmṛtir naḥ | tasyākhaṇḍātmanaḥ suṣpti-sākṣiṇaḥ smṛtiḥ naḥ asmākaṁ jāgrad-draṣṭṝṇāṁ jāyate,“etāvantaṁ kālaṁ sukham aham asvāpsaṁ na kiñcid avediṣam” iti | ato’nanubhūtasya tasyāsmaraṇād asty eva suṣptau tādrg-ātmānubhavaḥ | viṣaya-sambandhābhāvāc ca na spaṣṭa iti bhāvaḥ | ataḥ sva-prakāśa-mātra-vastunaḥ sūryādeḥ prakāśavad upalabdhi-mātrasyāpy ātmana upalabdhiḥ svāśraye’sty evety āyātam |  ","नन्व् अहङ्कारपर्यन्तस्य सर्वस्य लये शून्यम् एवावशिष्यते । क्व तदा कूटस्थ आत्मा ? अत आह—तदनुस्मृतिर् नः । तस्याखण्डात्मनः सुष्प्तिसाक्षिणः स्मृतिः नः अस्माकं जाग्रद्द्रष्टॄणां जायते,“एतावन्तं कालं सुखम् अहम् अस्वाप्सं न किञ्चिद् अवेदिषम्” इति । अतोऽननुभूतस्य तस्यास्मरणाद् अस्त्य् एव सुष्प्तौ ताद्र्गात्मानुभवः । विषयसम्बन्धाभावाच् च न स्पष्ट इति भावः । अतः स्वप्रकाशमात्रवस्तुनः सूर्यादेः प्रकाशवद् उपलब्धिमात्रस्याप्य् आत्मन उपलब्धिः स्वाश्रयेऽस्त्य् एवेत्य् आयातम् ।  ","नन्व् अहङ्कारपर्यन्तस्य सर्वस्य लये शून्यम् एवावशिष्यते । क्व तदा कूटस्थ आत्मा ? अत आह—तदनुस्मृतिर् नः । तस्याखण्डात्मनः सुष्प्तिसाक्षिणः स्मृतिः नः अस्माकꣳ जाग्रद्द्रष्टॄणाꣳ जायते,“एतावन्तꣳ कालꣳ सुखम् अहम् अस्वाप्सꣳ न किञ्चिद् अवेदिषम्” इति । अतोऽननुभूतस्य तस्यास्मरणाद् अस्त्य् एव सुष्प्तौ ताद्र्गात्मानुभवः । विषयसम्बन्धाभावाच् च न स्पष्ट इति भावः । अतः स्वप्रकाशमात्रवस्तुनः सूर्यादेः प्रकाशवद् उपलब्धिमात्रस्याप्य् आत्मन उपलब्धिः स्वाश्रयेऽस्त्य् एवेत्य् आयातम् ।  "
1710,ayaṁ sākṣi-sākṣya-vibhāgena tṛtīyas tarkaḥ | duḥkhi-premāspadatva-vibhāgena caturtho’pi tarko’vagantavyaḥ ||7|| (54),अयं साक्षिसाक्ष्यविभागेन तृतीयस् तर्कः । दुःखिप्रेमास्पदत्वविभागेन चतुर्थोऽपि तर्कोऽवगन्तव्यः ॥७॥ (५४),अयꣳ साक्षिसाक्ष्यविभागेन तृतीयस् तर्कः । दुःखिप्रेमास्पदत्वविभागेन चतुर्थोऽपि तर्कोऽवगन्तव्यः ॥७॥ (५४)
